"animals","condition","elevator","lat","lon","quarter","price","rooms","size","url","distance_to_bud_center","nearest_stop_distance","nearest_stop_distance_rail"
NA,NA,"yes",47.5135723,19.1185273,14,2e+05,2,50,"https://ingatlan.jofogas.hu/budapest/Az_Angol_utcaban_50nm_es__2_szobas__erkelyes__SZAMLAKEPES__lakas_75588199.htm",5567.25436185048,88.1336693142846,180.056266656439
"no","newly built","no",47.5582217,19.0116894,3,199000,2,45,"https://ingatlan.jofogas.hu/budapest/Az_Eden_Villaparkban_butorozott_lakas_garazzsal_es_taroloval_kiado_78808487.htm",7901.32728602476,124.158488825995,1738.30943298508
"no","renovated","yes",47.4915496,19.0359819,1,140000,2,58,"https://ingatlan.jofogas.hu/budapest/Az_I__keruletben_kiado_egy_2_szobas__vilagos__csendes_lakas_77356087.htm",1163.70715128391,210.84374315303,301.136272758736
NA,"renovated","yes",47.507026,19.0287421,1,2e+05,2,60,"https://ingatlan.jofogas.hu/budapest/Az_I_keruletben_a_Batthyany_utcaban_kiado_egy_FELUJITOTT__vilagos__5_79278691.htm",2348.54450604897,128.150140447941,191.366194232901
NA,"renovated","yes",47.4890743,19.0324346,1,250000,3,108,"https://ingatlan.jofogas.hu/budapest/Az_I_keruletben_a_Csap_utcaban_kiado_egy_FELUJITOTT__vilagos__francia_78850848.htm",1475.86060225743,110.8922053914,621.636342774377
NA,NA,"yes",47.478102,19.069902,9,180000,2,43,"https://ingatlan.jofogas.hu/budapest/Az_Ipar_utcaban__Boraros_ternel_kiado_egy_UJ_EPITESU__43_nm_es__78967997.htm",2123.31557446151,233.671738328677,233.671738328677
"only small pets","renovated","no",47.5380055,19.0690454,13,140000,2,49,"https://ingatlan.jofogas.hu/budapest/Az_M3_as_metronal__a_Duna_Plazaval_szemben__tegla_lakas_kiado_76764982.htm",5236.69971443877,76.5631337433465,76.5631337433465
"no","good","no",47.5582067,19.0452571,3,199000,3,79,"https://ingatlan.jofogas.hu/budapest/Az_Obudai_Fo_ter_sarkan__az_esernyos_szobroknal_3_szobas_lakas_kiado_76735706.htm",7328.94540328509,159.543468457016,159.543468457016
"yes","renovated","no",47.5050971,19.0619848,6,195000,2,84,"https://ingatlan.jofogas.hu/budapest/Az_Oktogon_kozeleben_a_Jokai_teren_kiado_2_szobas__KULONNYILO___URES_78485298.htm",1612.91236721606,65.0016737318797,79.6548585160459
"no","renovated","yes",47.4913967,19.0578206,5,270000,3,98,"https://ingatlan.jofogas.hu/budapest/Az_V__keruletben_kiado_egy_3_szobas__tagas___vilagos_lakas_76608352.htm",499.11843287163,145.64042235478,145.64042235478
"no","renovated","yes",47.5044707,19.0503985,5,210000,3,56,"https://ingatlan.jofogas.hu/budapest/Az_V__keruletben_kiado_egy_teljes_felujitott__3_szobas_lakas_77161884.htm",1334.65280387132,168.205804774914,286.087698887914
NA,"renovated","yes",47.5081384,19.0493738,5,160000,1,42,"https://ingatlan.jofogas.hu/budapest/Az_V_keruletben_a_Honved_utcaban_kiado_egy_FELUJITOTT__vilagos__42_78485309.htm",1747.44327411392,117.724837991308,224.393503564726
NA,"renovated","no",47.504549,19.054036,5,135000,1,22,"https://ingatlan.jofogas.hu/budapest/Az_V_keruletben_a_Nagysandor_Jozsef_utcaban_kiado_egy_FELUJITOTT__79001390.htm",1355.98176276312,57.1825127203694,57.1825127203694
"only small pets","good","no",47.4873992,19.0843176,8,140000,3,110,"https://ingatlan.jofogas.hu/budapest/Azonnal_Koltozheto_3_Szobas_Lakas_Alacsony_Rezsivel__140000_Rezsi_77135123.htm",2541.16531499966,175.362501789667,524.298507600668
"only small pets","renovated","yes",47.4085232,19.0546134,21,120000,2,35,"https://ingatlan.jofogas.hu/budapest/Azonnal_koltozheto_1_5_szobas_lakas_78408902.htm",9351.40519728637,220.265034548313,1640.96995582694
"no","like new","no",47.4955298,19.0119749,12,2e+05,3,71,"https://ingatlan.jofogas.hu/budapest/Azonnal_koltozheto_70949601.htm",2983.65309695257,97.7738191099863,491.058476776655
"no","renovated","no",47.4813044,19.0758794,9,130000,2,37,"https://ingatlan.jofogas.hu/budapest/Azonnal_koltozheto__frissen_felujitott_lakas_kiado_78475935.htm",2224.24802106115,209.816433066269,247.383995316179
"no","good","no",47.4293793,19.0238874,22,120000,2,60,"https://ingatlan.jofogas.hu/budapest/Azonnal_koltozheto_alberlet_Budafokon__a_Rozsavolgyben_79163249.htm",7325.08107433351,215.285390751511,1050.95303328822
"no","good","yes",47.4915496,19.0359819,1,140000,1,37,"https://ingatlan.jofogas.hu/budapest/Azonnal_koltozheto_gepesitett_78967462.htm",1163.70715128391,210.84374315303,301.136272758736
"no","good","no",47.4897058,19.009744,12,130000,1,46,"https://ingatlan.jofogas.hu/budapest/Azonnal_koltozheto_lakas_a_budai_hegyekben__78906682.htm",3147.90473631508,56.8122764577509,56.8122764577509
"no","renovated","yes",47.4608775,19.05103,11,110000,1,27,"https://ingatlan.jofogas.hu/budapest/Azonnali_bekoltozessel_XI__ker__Allee_kozeleben_27_nm_es__kozponti_fu_79203804.htm",3520.30422621748,102.458248715315,252.759998467441
NA,"good","yes",47.5331844,19.0362444,3,230000,2,47,"https://ingatlan.jofogas.hu/budapest/BECSI_UTON_kiado_47_nm_es__2_szobas__uj_epitesu__butorozott_lakas_77380951.htm",4669.92050851421,73.2629617681264,84.5083615839516
NA,"renovated","yes",47.4852056,19.0647222,9,175000,1,64,"https://ingatlan.jofogas.hu/budapest/BELVAROS__FELUJITOTT__FRISSEN_FESTVE__1_2_SZOBA__BAUHAUS_A_Raday_77198202.htm",1290.45563685842,98.5305485058006,295.528579575824
NA,"good","yes",47.4796117,19.0545182,11,225000,3,95,"https://ingatlan.jofogas.hu/budapest/BERCSENYI_UTCABAN_kiado_95_nm_es__3_szobas__felujitott__butorozott_lak_77466371.htm",1453.90196225466,225.27365494289,225.27365494289
NA,"renovated","no",47.4890998,19.0931516,8,125000,1,36,"https://ingatlan.jofogas.hu/budapest/BERZSENYI_UTCABAN_kiado_36_m2_es__1_szobas__felujitott_lakas_78549721.htm",3164.08475398645,142.881370974415,189.902701405658
"no","renovated","no",47.4943918,19.0260055,12,90000,1,35,"https://ingatlan.jofogas.hu/budapest/BP_XII_Delinel_Ban_utcai_szep_garzon_kiado_79150604.htm",1920.81831656333,98.4736031273421,200.040812669987
"no","newly built","yes",47.4913902,19.0677566,8,110000,1,37,"https://ingatlan.jofogas.hu/budapest/BP__VIII__Koris_utcai_garzon_kiado_79171362.htm",1237.31952531148,273.769046579113,273.769046579113
"only small pets","renovated","no",47.4943918,19.0260055,12,105000,1,30,"https://ingatlan.jofogas.hu/budapest/BP__XII__Taltos_u__1_szobas_lakas_kiado_78677274.htm",1920.81831656333,98.4736031273421,200.040812669987
NA,"renovated","no",47.4926686,19.0667297,8,170000,2,65,"https://ingatlan.jofogas.hu/budapest/BRODY_SANDOR_UTCABAN_kiado_65_m2_es_2_szobas__felujitott_lakas_79063374.htm",1154.03375071452,318.799225955183,328.920994281639
"no","good","no",47.530342,18.9671892,2,390000,3,160,"https://ingatlan.jofogas.hu/budapest/BUtorozott_Ot_szobAs__nagy_teraszos__panorAmAs_lakAs_garAzzsal_75314365.htm",7604.4017922987,698.056658913065,934.15884916484
NA,"renovated","yes",47.485286,19.0649584,9,298000,3,83,"https://ingatlan.jofogas.hu/budapest/B_A_K_A_T_S_T_E_R_E_N_kiado_83_nm_es__2___1_fel_szobas__felujitott__b_77630189.htm",1298.75896549984,78.6949946807391,312.88223200737
NA,"renovated","yes",47.5044707,19.0503985,5,190000,2,64,"https://ingatlan.jofogas.hu/budapest/B_A_T_H_O_R_Y_UTCABAN_kiado_64_nm_es__2_szobas__felujitott_lakas_77777314.htm",1334.65280387132,168.205804774914,286.087698887914
"no","like new","yes",47.5192582,19.0058151,2,249990,3,70,"https://ingatlan.jofogas.hu/budapest/Bababarat__akadalymentes_lakas__hoviragos__kozvetlen_kertkapcsolattal_68276703.htm",4540.64636965396,171.315828660149,615.374973784748
NA,"good","no",47.5061755,19.049964,5,140000,2,35,"https://ingatlan.jofogas.hu/budapest/Bajcsy_uton_kiado_lakas_77164546.htm",1526.11732670705,45.6162687573133,224.408513688335
"no","good","yes",47.4764552,19.0936922,9,280000,3,92,"https://ingatlan.jofogas.hu/budapest/Bakats_teren_panoramaspolgari_lakas_kiado_78215587.htm",3649.36747781897,222.081795968422,349.397012932986
"no","good","yes",47.5158362,19.0558332,13,170000,2,83,"https://ingatlan.jofogas.hu/budapest/Balzac_u__ban_83nm_lakas_kiado_78277909.htm",2619.18357326552,166.456794451205,404.59599774359
"only small pets","good","yes",47.5044707,19.0503985,5,120000,2,45,"https://ingatlan.jofogas.hu/budapest/Baratsagos_Lakas_76283373.htm",1334.65280387132,168.205804774914,286.087698887914
"no","renovated","yes",47.5030542,19.0372691,1,150000,1,50,"https://ingatlan.jofogas.hu/budapest/Batthyany_ternel_felujitott_lakas_kiado____70851480.htm",1583.69901544933,186.566804016595,230.196193817534
"no","good","yes",47.5040503,19.0326128,1,290000,3,113,"https://ingatlan.jofogas.hu/budapest/Batthyany_u__kiado_113_m2_es_1__emeleti_lakas_liftes_hazban_74453243.htm",1909.80145438048,172.181970391081,497.42004245613
"no","good","no",47.5044926,19.0662254,6,240000,3,79,"https://ingatlan.jofogas.hu/budapest/Bazilika_szomszedsagaban_2_1_felszobas_lakas_kiado_77589680.htm",1739.91788271644,133.751464818263,165.237736273582
"no","good","yes",47.5061755,19.049964,5,145000,2,72,"https://ingatlan.jofogas.hu/budapest/Bazilikanal_2_szobas_butorozott_lakas_77833646.htm",1526.11732670705,45.6162687573133,224.408513688335
"no","good","yes",47.5044926,19.0662254,6,255000,3,80,"https://ingatlan.jofogas.hu/budapest/Bazilikanal_kiado_76803321.htm",1739.91788271644,133.751464818263,165.237736273582
"no","renovated","yes",47.5917729,19.0582595,3,120000,2,51,"https://ingatlan.jofogas.hu/budapest/Bekasmegyer_Hollos_Korvin_utca_78618881.htm",11063.0623389217,362.467278405635,755.103937636403
"no","newly built","yes",47.5380055,19.0690454,13,110000,1,27,"https://ingatlan.jofogas.hu/budapest/Beke_ter_kozeleben_masfel_szobas_uj_epitesu_lakas_76188963.htm",5236.69971443877,76.5631337433465,76.5631337433465
"only small pets","renovated","no",47.5040503,19.0326128,1,210000,3,63,"https://ingatlan.jofogas.hu/budapest/Belbudai_PanorAmAs__Csendes_3_SzobAs_LakAs_TulajtOl_KiadO_78355484.htm",1909.80145438048,172.181970391081,497.42004245613
"no","renovated","yes",47.4797508,19.0480023,8,240000,2,66,"https://ingatlan.jofogas.hu/budapest/Beleszeretos_luxus_szinten_felujitott_2_szobas_lakas_kiado_76675109.htm",1441.92007615171,262.266994556359,270.903121201567
NA,"good","yes",47.4892645,19.0538666,5,285000,2,91,"https://ingatlan.jofogas.hu/budapest/Belgrad_rakpart__dunai_panorama_a_Gellert_hegyre_71994878.htm",405.532816882288,238.714200383094,238.714200383094
"yes","renovated","yes",47.4950949,19.0539535,5,125000,1,32,"https://ingatlan.jofogas.hu/budapest/Belgrad_rakparton_garzon_kiado_78496061.htm",347.344435450964,93.3189560030181,273.489777810474
"no","like new","yes",47.4813044,19.0758794,9,145000,2,42,"https://ingatlan.jofogas.hu/budapest/Belso_udvarra_nezo_lakas_kiado_a_Viola_utcaban_79065837.htm",2224.24802106115,209.816433066269,247.383995316179
"no","good","yes",47.5101439,19.0655006,6,140000,2,52,"https://ingatlan.jofogas.hu/budapest/BelvAroshoz_KOzel_2_SzobAs_Berendezett_LakAs_KiadO_75216135.htm",2232.48533135109,241.478537224699,305.833674248101
"yes","renovated","no",47.506892,19.0564955,6,2e+05,1,42,"https://ingatlan.jofogas.hu/budapest/BelvArosi__igEnyesen_felUjItott__1_5_szobAs__berendezett__AllatbarAt__78892564.htm",1647.49695241029,101.134321880919,331.822826922181
"no","good","yes",47.4786055,19.079665,9,150000,3,74,"https://ingatlan.jofogas.hu/budapest/Belvaros_kozeli_3_szobas_lakas_tulajtol_Haller_utca_Nagyvarad_ter_79294833.htm",2630.02076837201,276.030034530011,276.030034530011
"no","good","yes",47.492394,19.0540338,5,150000,2,50,"https://ingatlan.jofogas.hu/budapest/Belvaros_sziveben__a_Vaci_utcaban_77072278.htm",199.284037908299,111.575225501001,181.206858483379
"no","renovated","no",47.4928085,19.0754838,8,90000,1,38,"https://ingatlan.jofogas.hu/budapest/Belvaros_sziveben_kiado_38nm_lakas_77615459.htm",1812.66101143482,227.439208260799,246.303696327178
NA,"good","yes",47.5002092,19.050914,5,230000,2,99,"https://ingatlan.jofogas.hu/budapest/Belvarosban_99nm_es_2_szobas_lakas_kiado_75233568.htm",858.927508067404,147.395744303531,339.32379180364
NA,"good","yes",47.5002092,19.050914,5,230000,2,99,"https://ingatlan.jofogas.hu/budapest/Belvarosban_99nm_es_2_szobas_lakas_kiado_75548373.htm",858.927508067404,147.395744303531,339.32379180364
NA,"good","yes",47.5002092,19.050914,5,230000,2,99,"https://ingatlan.jofogas.hu/budapest/Belvarosban_99nm_es_2_szobas_lakas_kiado_75587509.htm",858.927508067404,147.395744303531,339.32379180364
"no","like new","yes",47.5044707,19.0503985,5,210000,3,60,"https://ingatlan.jofogas.hu/budapest/Belvarosban_AM_Konyhas___Ket_Halos_Felujitott_77324134.htm",1334.65280387132,168.205804774914,286.087698887914
NA,"renovated","yes",47.492394,19.0540338,5,130000,1,35,"https://ingatlan.jofogas.hu/budapest/Belvarosban__MOLNAR_UTCABAN_kiado_35_m2_es__1_szobas__felujitott_lakas_78514939.htm",199.284037908299,111.575225501001,181.206858483379
"no","good","no",47.5061569,19.0808465,7,180000,3,65,"https://ingatlan.jofogas.hu/budapest/Belvarosban_fiatalos_modern__csendes_lakas_azonnal_kiado__78232645.htm",2686.8815853083,123.356141385275,686.304456707694
"no","renovated","yes",47.495788,19.0778494,8,110000,1,41,"https://ingatlan.jofogas.hu/budapest/Belvarosi__felujitott__napfenyes__41_nm_es_garzon_kiado_77277847.htm",2023.58946957573,29.1692596920509,29.1692596920509
"only small pets","good","no",47.5044926,19.0662254,6,1e+05,1,30,"https://ingatlan.jofogas.hu/budapest/Belvarosi__vilagos__hangulatos__emeleti_kislakas_kiado_79294809.htm",1739.91788271644,133.751464818263,165.237736273582
"no","renovated","yes",47.4796117,19.0545182,11,130000,1,35,"https://ingatlan.jofogas.hu/budapest/Belvarosi__zold_kornyezetben__csendes__felujitott_lakas_kiado_77968508.htm",1453.90196225466,225.27365494289,225.27365494289
"no","renovated","yes",47.4950949,19.0539535,5,220000,4,70,"https://ingatlan.jofogas.hu/budapest/Belvarosi_csendes_70_nm_es_4_emeleti_lakas_hosszu_tavra_kiado_76828161.htm",347.344435450964,93.3189560030181,273.489777810474
"no","good","yes",47.495788,19.0778494,8,120000,1,34,"https://ingatlan.jofogas.hu/budapest/Belvarosi_erkelyes_studiolakas_79137856.htm",2023.58946957573,29.1692596920509,29.1692596920509
"only small pets","renovated","yes",47.5016248,19.0595498,6,180000,3,45,"https://ingatlan.jofogas.hu/budapest/Belvarosi_felujitott_lakas_kiado__79119560.htm",1186.80609782441,82.5829826850826,82.5829826850826
"yes","good","no",47.5107122,19.0746544,6,135000,1,35,"https://ingatlan.jofogas.hu/budapest/Belvarosi_garzon_kiado_77723881.htm",2677.97016914993,176.616352539389,176.616352539389
"no","renovated","no",47.5016248,19.0595498,6,2e+05,2,42,"https://ingatlan.jofogas.hu/budapest/Belvarosi_gyongysszem_hosszutavra_kiado___78109064.htm",1186.80609782441,82.5829826850826,82.5829826850826
"yes","good","yes",47.4950949,19.0539535,5,280000,3,110,"https://ingatlan.jofogas.hu/budapest/Belvarosi_kiado_lakas_77317050.htm",347.344435450964,93.3189560030181,273.489777810474
"no","renovated","yes",47.4926686,19.0667297,8,2e+05,1,45,"https://ingatlan.jofogas.hu/budapest/Belvarosi_kiado_lakas_78666453.htm",1154.03375071452,318.799225955183,328.920994281639
"no","renovated","no",47.501195,19.0711858,7,120000,1,25,"https://ingatlan.jofogas.hu/budapest/Belvarosi_kis_garzon_lakas__Mini_studio_flat_to_rent_in_the_down_town_76598501.htm",1775.89446704698,144.387151569119,202.925351488672
"yes","renovated","yes",47.501195,19.0711858,7,199000,2,90,"https://ingatlan.jofogas.hu/budapest/Belvarosi_lakas_kiado_77263000.htm",1775.89446704698,144.387151569119,202.925351488672
"no","renovated","no",47.5044707,19.0503985,5,165000,2,53,"https://ingatlan.jofogas.hu/budapest/Belvarosi_lakas_kiado_79207355.htm",1334.65280387132,168.205804774914,286.087698887914
"no","good","yes",47.5044707,19.0503985,5,160000,2,48,"https://ingatlan.jofogas.hu/budapest/Belvarosi_lakas_kiado_a_Nyugati_ternel_78582543.htm",1334.65280387132,168.205804774914,286.087698887914
"only small pets","good","yes",47.5044926,19.0662254,6,299000,3,120,"https://ingatlan.jofogas.hu/budapest/Belvarosi_tagas_lakas_Kiado__77957014.htm",1739.91788271644,133.751464818263,165.237736273582
NA,"renovated","no",47.4939615,19.0379897,1,361560,3,105,"https://ingatlan.jofogas.hu/budapest/Bem_rakparton__dunai_panoramas__3_szobas_lakas___Budapest_I__kerulet_25511008.htm",1020.88961202559,36.7357733720229,36.7357733720229
"yes","renovated","yes",47.5107122,19.0746544,6,175000,2,61,"https://ingatlan.jofogas.hu/budapest/Benczur_utcaban_2_szobas_lakas_kiado__Kisallat_hozhato__77598893.htm",2677.97016914993,176.616352539389,176.616352539389
"no","renovated","no",47.4950949,19.0539535,5,150000,1,33,"https://ingatlan.jofogas.hu/budapest/Berbeado___felujitott_lakas_Deak_teri_metronal_varja_elso_lakojat_77061041.htm",347.344435450964,93.3189560030181,273.489777810474
"no","renovated","yes",47.5410475,19.1453434,15,90000,2,36,"https://ingatlan.jofogas.hu/budapest/Berendezett_lakas_hosszutavra_kiado_78046285.htm",8893.94512480493,164.086235593215,167.15205974284
"no","good","no",47.5053032,19.0825821,7,90000,1,29,"https://ingatlan.jofogas.hu/budapest/Berendezett_lakas_kiado_a_Varosligetnel_78853994.htm",2744.97603687835,160.230552441457,592.807577297358
"only small pets","renovated","yes",47.4585252,19.1402061,19,1e+05,1,53,"https://ingatlan.jofogas.hu/budapest/Berendezett_panellakas_kiado_79237517.htm",7678.72169405172,99.8912612621503,99.8912612621503
"no","renovated","yes",47.4556266,19.0314216,11,109000,1,40,"https://ingatlan.jofogas.hu/budapest/Bertalan_Lajos_utcaban_kiado__1_szobas_erkelyes_lakas_76400035.htm",4371.04675387403,186.29404353287,636.194318234928
"no","renovated","yes",47.4777677,19.0446285,11,180000,4,60,"https://ingatlan.jofogas.hu/budapest/Bicskai_uton_az_alienal_igenyes_jo_elosztasu_hangulatos_lakas_kiado_78674468.htm",1717.0393940973,160.681539575952,160.681539575952
"no","renovated","yes",47.4763568,19.0224196,11,139000,2,50,"https://ingatlan.jofogas.hu/budapest/Bikas_parknal_kiado_2_szobas_lakas_78426601.htm",2824.69010291784,313.70839404694,789.426465639361
NA,"renovated","no",47.5233053,19.0023831,2,195000,2,72,"https://ingatlan.jofogas.hu/budapest/Bimbo_ut_felso_reszen_nappali_2_halos_erkelyes_lakas_kiado_gk_beallova_77612718.htm",5033.77065421677,5.65710555370554,770.253747399975
"no","renovated","no",47.5061569,19.0808465,7,1e+05,1,29,"https://ingatlan.jofogas.hu/budapest/Biztonsagos__konnyen_megkozelitheto_77424410.htm",2686.8815853083,123.356141385275,686.304456707694
"yes","like new","no",47.495788,19.0778494,8,2e+05,3,76,"https://ingatlan.jofogas.hu/budapest/Blaha_Lujzanal_belvarosi_lakas_kiado_78935867.htm",2023.58946957573,29.1692596920509,29.1692596920509
"no","renovated","no",47.4847078,19.0765481,8,2e+05,4,74,"https://ingatlan.jofogas.hu/budapest/Blaha_kozeleben_1_3_felszobas_lakas_kiado_79235841.htm",2081.85311881956,178.632447936805,195.537015996698
"no","renovated","no",47.4970784,19.0601039,7,140000,2,53,"https://ingatlan.jofogas.hu/budapest/Blahahoz_kozel_2_szobas_lakas_kiado_78355995.htm",830.309476822463,174.051615495273,289.587890234027
"no","renovated","yes",47.4763568,19.0224196,11,115000,1,26,"https://ingatlan.jofogas.hu/budapest/Bolcso_utcaban_kiado_felujitott_1_szobas_lakas_76176551.htm",2824.69010291784,313.70839404694,789.426465639361
NA,"good","no",47.5190637,19.1403504,14,190000,1,68,"https://ingatlan.jofogas.hu/budapest/Bonyhadi_uton__68_nm_es_3_szobas__amerikai_konyhas__napfenyes_74757488.htm",7314.13805938129,391.216107947374,1362.35490583582
"no","like new","yes",47.514927,19.1295022,14,130000,2,44,"https://ingatlan.jofogas.hu/budapest/Bosnyak_ternel_teremgarazzsal__a_Komocsy_utcaban__butorozott_lakasl_79277120.htm",6382.70868704397,286.076322223535,475.840578807513
"no","renovated","no",47.5673085,19.0458773,3,95000,1,30,"https://ingatlan.jofogas.hu/budapest/Bp_III__ker__Varadi_u_ban_I__emeleti_garzon_kiado_78554089.htm",8337.94239945368,214.198683496691,214.198683496691
"no","good","no",47.4164694,19.0120276,22,110000,2,58,"https://ingatlan.jofogas.hu/budapest/Bp_XXII___Rozsakerti_ltp__kiado_lakas_79022378.htm",8967.2819071263,334.235568481053,2352.1475678387
"only small pets","renovated","yes",47.4603112,19.035352,11,120000,2,43,"https://ingatlan.jofogas.hu/budapest/Bp__11_keruletben_lakas_kiado_78976283.htm",3780.94718267682,95.5892456332173,417.914104568399
"yes","renovated","yes",47.5116369,19.145336,14,160000,3,68,"https://ingatlan.jofogas.hu/budapest/Bp__Furedi_utcan_kiado_68_nm_es_lakas_78969516.htm",7379.31714016201,80.8046963702535,860.985007658799
"no","renovated","yes",47.540151,19.0343802,3,120000,2,50,"https://ingatlan.jofogas.hu/budapest/Bp__III_kerulet_Szolo_utca_94_Kiado_50m2_lakas_77389318.htm",5456.44750056128,248.850338287092,262.779156880451
NA,"good","no",47.5120094,19.026692,2,115000,1,38,"https://ingatlan.jofogas.hu/budapest/Bp__II__ker__Budagyongyenel_Lakas_kiado_78556739.htm",2857.64678715702,216.493844029175,404.019719136777
"only small pets","renovated","yes",47.463269,19.0828526,9,350000,4,110,"https://ingatlan.jofogas.hu/budapest/Bp__IX__ker__Ferenc_koruttol_2_sarokra_a_Mester_utcaban_kiado_lakas_76613557.htm",4023.96597718164,112.974202008381,154.118001514116
"no","good","no",47.4764552,19.0936922,9,110000,1,38,"https://ingatlan.jofogas.hu/budapest/Bp__Jozsef_Attila_lakotelep__kiado_38_nm_es__1_5_szobas_lakas_76826323.htm",3649.36747781897,222.081795968422,349.397012932986
"no","like new","yes",47.5016248,19.0595498,6,220000,2,60,"https://ingatlan.jofogas.hu/budapest/Bp__Kiado_lakas_78848058.htm",1186.80609782441,82.5829826850826,82.5829826850826
"no","renovated","yes",47.523788,19.0696002,13,150000,2,54,"https://ingatlan.jofogas.hu/budapest/Bp__XIII__Botond_utca_54_nm_es_napfenyes_lakas_kiado_79045537.htm",3742.49334101479,273.258345008502,325.212424315541
"no","good","yes",47.4897058,19.009744,12,250000,2,74,"https://ingatlan.jofogas.hu/budapest/Bp__XII__keruleti__Burok_utcai_lakas__gepkocsibealloval_kiado_76382544.htm",3147.90473631508,56.8122764577509,56.8122764577509
"no","good","no",47.5099619,19.1217238,14,96000,2,50,"https://ingatlan.jofogas.hu/budapest/Bp__XIV__Wass_Albert_ter_50_m2_77436819.htm",5635.36695646769,183.829413239405,336.989551931883
"no","good","no",47.5116369,19.145336,14,230000,3,80,"https://ingatlan.jofogas.hu/budapest/Bp_en_XIV__ben_alberlet_kiado_78131710.htm",7379.31714016201,80.8046963702535,860.985007658799
"no","good","no",47.4475966,19.1347514,19,4e+05,2,51,"https://ingatlan.jofogas.hu/budapest/Brigadoknak_kiado_lakas_Hatar_uti_metrohoz_kozel_79187363.htm",8020.98686126275,319.54325803488,818.453661153394
"no","like new","yes",47.5044926,19.0662254,6,190000,2,62,"https://ingatlan.jofogas.hu/budapest/Brodway_utcajaban_egy_UjszerU_2_szob_lakas_kiado_79190316.htm",1739.91788271644,133.751464818263,165.237736273582
"yes","renovated","yes",47.4926686,19.0667297,8,250000,3,84,"https://ingatlan.jofogas.hu/budapest/Brody_Sandor_utca_36__84_nm_Lakas_kiado_79162536.htm",1154.03375071452,318.799225955183,328.920994281639
"no","good","yes",47.509914,19.035703,2,160000,2,67,"https://ingatlan.jofogas.hu/budapest/Buda_belvarosaban_csendes_Kiado__74036951.htm",2269.23946427108,123.622969403214,312.587768297462
"no","like new","yes",47.498403,19.040759,1,260000,4,110,"https://ingatlan.jofogas.hu/budapest/Buda_egyik_csendes_utcajaban_79180385.htm",1034.90390874117,61.5194422135808,116.341101380138
"no","renovated","no",47.4996481,18.9819937,12,2e+05,3,70,"https://ingatlan.jofogas.hu/budapest/Buda_sziveben_a_Marvany_utca_kozepen_kiado_70nm_lakas_77114539.htm",5279.6658025192,162.805866967538,411.109003781798
"no","renovated","no",47.4603112,19.035352,11,240000,4,110,"https://ingatlan.jofogas.hu/budapest/Budafok___Gador_utcanal_nappali__3_halo_78493439.htm",3780.94718267682,95.5892456332173,417.914104568399
"no","renovated","no",47.4293793,19.0238874,22,120000,2,48,"https://ingatlan.jofogas.hu/budapest/Budafokon_2_szobas_lakas_kiado_77797436.htm",7325.08107433351,215.285390751511,1050.95303328822
"no","renovated","no",47.414627,18.9831658,22,90000,1,45,"https://ingatlan.jofogas.hu/budapest/Budafokon_kiado_ikerhazresz_76689630.htm",10075.6956141271,345.309600835198,2966.58397771508
"no","newly built","yes",47.4608775,19.05103,11,150000,1,36,"https://ingatlan.jofogas.hu/budapest/Budai_Bolero_lakoparkban_ujepitesu_36nm_es__10_nm_teraszos_lakas_kiado_79262171.htm",3520.30422621748,102.458248715315,252.759998467441
"no","renovated","no",47.4915496,19.0359819,1,90000,1,24,"https://ingatlan.jofogas.hu/budapest/Budai_KiadO_LakAs_76326925.htm",1163.70715128391,210.84374315303,301.136272758736
"no","renovated","yes",47.5211027,19.0337768,2,110000,1,21,"https://ingatlan.jofogas.hu/budapest/Budai_garzonlakas_kiado_78185824.htm",3448.4887144395,144.599465067765,230.571875490231
"no","good","no",47.5314837,19.0109707,2,175000,1,45,"https://ingatlan.jofogas.hu/budapest/Budai_panoramas_lakas_kiado___76454826.htm",5297.9389855248,225.265979150346,1764.63742750914
NA,"renovated","no",47.5195752,18.9763611,2,140000,1,46,"https://ingatlan.jofogas.hu/budapest/Budakeszi_uton_kiado_hosszu_tavra_MARCIUS_VEGETOL__APRILISTOL_46_77164964.htm",6396.5230154185,126.689302663738,1020.2972526353
"no","renovated","no",47.5029169,19.0149949,12,160000,3,62,"https://ingatlan.jofogas.hu/budapest/Budan_3szobas_felujitott_erkelyes_tegla_lakas_autobealloval_160ezer_ho_76233898.htm",2972.68814900466,101.894779122291,680.821115900545
"no","good","no",47.4556266,19.0314216,11,105000,2,64,"https://ingatlan.jofogas.hu/budapest/Budan__XI__ker__ben__64_nm_es_lakas_kiado_78694967.htm",4371.04675387403,186.29404353287,636.194318234928
"no","renovated","no",47.462164,19.00098,11,215000,2,60,"https://ingatlan.jofogas.hu/budapest/Budan_kiado_2_5_szobas_napfenyes_erkelyes_lakas_garazzsal__79037624.htm",5078.25998825396,159.948262417692,1460.22249446372
NA,"good","yes",47.4898872,19.1685537,10,160000,3,70,"https://ingatlan.jofogas.hu/budapest/Budapest_10__keruleteben_frissen_felujitott__3_szobas__70_nm_es__8_63651407.htm",8817.80566474452,106.87662215692,1089.04179215612
NA,"renovated","yes",47.5265784,19.0592096,13,150000,1,58,"https://ingatlan.jofogas.hu/budapest/Budapest_1133_Pannonia_utca_114_8__emelet_79255796.htm",3838.89713143018,134.293313599877,367.383126362879
